supplier_id,supplier_name,category,region,on_time_delivery_pct,quality_score,cost_variance_pct,avg_lead_time_days,defect_rate_pct,compliance_score,risk_score,total_orders,avg_order_value_usd,late_deliveries,contract_breach_count,supplier_performance_score,supplier_segment
SUP1387,Supplier_387,Electronics,India,83.51,88.05,9.68,16.9,7.18,65.06,3.1,279,151831.42,48,4,77.1,Preferred
SUP1388,Supplier_388,Raw Materials,Europe,67.38,89.08,-2.34,58.2,7.26,93.7,27.49,437,25741.79,33,3,76.08,Preferred
SUP1389,Supplier_389,Electronics,North America,74.49,82.48,-8.99,44.3,0.7,74.49,3.28,456,21058.08,15,3,81.53,Preferred
SUP1390,Supplier_390,Raw Materials,APAC,73.38,97.88,4.71,57.6,7.49,86.42,42.03,371,5526.74,23,3,75.57,Preferred
SUP1391,Supplier_391,Chemicals,India,61.05,79.85,-0.06,28.5,6.6,78.83,89.51,231,89357.26,13,3,62.0,Approved
SUP1392,Supplier_392,Chemicals,Middle East,60.97,75.22,14.35,31.1,6.33,67.96,98.27,61,103136.46,25,2,53.87,Under Review
SUP1393,Supplier_393,Raw Materials,Europe,93.27,66.52,3.6,54.4,1.61,84.07,63.7,125,129344.49,7,2,75.31,Preferred
SUP1394,Supplier_394,Chemicals,APAC,70.92,91.45,-3.12,33.9,6.44,62.43,16.16,35,62732.45,13,1,75.16,Preferred
SUP1395,Supplier_395,Chemicals,Europe,80.72,89.38,7.74,43.9,6.8,76.53,90.58,62,143532.82,30,3,66.3,Approved
SUP1396,Supplier_396,Chemicals,APAC,71.95,75.37,-3.21,18.9,2.31,81.86,51.62,374,38019.71,1,4,73.09,Preferred
SUP1397,Supplier_397,Packaging,APAC,97.63,61.01,12.61,29.6,7.62,77.44,15.37,38,167238.06,47,0,72.57,Preferred
SUP1398,Supplier_398,Mechanical Parts,India,70.37,93.56,-0.63,11.8,0.4,89.95,92.17,28,116510.42,3,1,75.06,Preferred
SUP1399,Supplier_399,Electronics,Europe,77.19,60.46,3.75,16.3,1.2,93.12,75.75,312,118858.52,0,0,69.69,Approved
SUP1400,Supplier_400,Packaging,Europe,94.91,88.15,-8.74,5.1,4.3,90.85,73.17,401,45906.21,19,0,76.5,Preferred
SUP1401,Supplier_401,Chemicals,Middle East,93.68,98.81,0.65,7.2,4.61,61.55,70.92,288,19451.21,13,3,76.91,Preferred
SUP1402,Supplier_402,Raw Materials,Middle East,67.44,77.51,10.81,58.8,5.16,67.77,20.03,126,95621.34,39,4,70.0,Preferred
SUP1403,Supplier_403,Chemicals,India,92.11,69.4,10.14,18.3,0.14,81.46,21.1,115,125044.33,24,0,81.25,Preferred
SUP1404,Supplier_404,Mechanical Parts,India,78.33,88.19,-4.39,41.5,7.68,97.39,68.83,428,23534.06,24,0,71.92,Preferred
SUP1405,Supplier_405,Chemicals,North America,79.32,92.69,-4.35,51.2,0.36,93.4,21.97,488,190354.22,2,1,87.05,Strategic
SUP1406,Supplier_406,Raw Materials,Middle East,65.34,81.86,10.43,35.3,1.14,93.7,43.87,318,196180.8,4,4,75.01,Preferred
SUP1407,Supplier_407,Mechanical Parts,APAC,63.22,98.68,13.26,13.4,0.11,72.13,78.2,236,111364.06,37,4,70.48,Preferred
SUP1408,Supplier_408,Chemicals,Europe,89.12,62.07,-7.62,45.0,4.53,77.18,78.4,361,190263.49,25,0,65.8,Approved
SUP1409,Supplier_409,Mechanical Parts,India,79.86,80.19,1.25,38.0,7.46,78.83,45.33,195,39991.82,39,4,72.2,Preferred
SUP1410,Supplier_410,Electronics,Europe,77.47,88.74,-1.56,45.2,5.33,66.29,79.22,270,9957.03,37,1,68.82,Approved
SUP1411,Supplier_411,Electronics,Europe,89.18,94.51,11.77,47.3,6.58,61.24,83.86,25,12684.86,37,1,67.42,Approved
SUP1412,Supplier_412,Chemicals,North America,90.62,67.17,-7.91,58.6,0.11,97.88,65.48,282,119564.93,3,1,76.82,Preferred
SUP1413,Supplier_413,Mechanical Parts,Middle East,66.36,92.0,-4.72,36.5,4.34,69.63,22.84,169,17020.17,6,3,75.85,Preferred
SUP1414,Supplier_414,Raw Materials,India,84.41,82.11,8.81,23.8,3.68,69.6,27.4,367,191916.39,29,0,76.64,Preferred
SUP1415,Supplier_415,Chemicals,Europe,65.41,75.86,-8.72,40.7,3.99,63.34,31.48,259,32676.98,29,4,68.49,Approved
SUP1416,Supplier_416,Electronics,India,90.06,65.27,2.31,8.8,0.58,97.14,11.68,233,64420.95,18,1,85.38,Strategic
SUP1417,Supplier_417,Electronics,APAC,86.28,94.61,1.05,54.4,5.48,83.19,27.32,265,165390.97,38,0,82.81,Preferred
SUP1418,Supplier_418,Chemicals,North America,98.26,66.29,-1.64,11.6,4.03,86.68,20.95,189,47654.36,34,0,81.48,Preferred
SUP1419,Supplier_419,Mechanical Parts,APAC,62.76,72.39,-0.14,23.0,6.12,96.46,45.53,29,52378.85,39,3,70.26,Preferred
SUP1420,Supplier_420,Electronics,India,62.28,71.6,3.25,49.9,3.88,73.82,90.84,121,130250.25,32,4,61.06,Approved
SUP1421,Supplier_421,Mechanical Parts,India,71.29,94.86,-5.97,37.9,1.2,84.86,10.45,129,58836.79,32,4,84.71,Preferred
SUP1422,Supplier_422,Electronics,Middle East,70.47,86.91,4.3,26.6,5.19,61.55,72.03,203,47402.29,13,1,66.29,Approved
SUP1423,Supplier_423,Electronics,Europe,69.88,91.87,10.14,31.0,1.38,67.47,68.73,477,54564.65,37,1,70.83,Preferred
SUP1424,Supplier_424,Packaging,Europe,96.25,70.02,9.0,52.0,6.98,93.25,9.58,120,100676.26,9,0,79.44,Preferred
SUP1425,Supplier_425,Electronics,APAC,69.98,84.99,-6.15,23.7,4.9,90.67,92.26,219,193389.48,27,4,66.76,Approved
SUP1426,Supplier_426,Raw Materials,North America,70.88,82.87,-6.27,52.8,1.26,74.03,56.85,10,167286.4,13,4,72.87,Preferred
SUP1427,Supplier_427,Chemicals,Europe,90.38,93.31,-3.3,9.8,7.7,75.07,36.37,67,60499.0,35,1,78.04,Preferred
SUP1428,Supplier_428,Chemicals,Middle East,77.99,96.24,-0.97,47.7,4.15,81.34,75.65,102,75857.78,37,2,74.97,Preferred
SUP1429,Supplier_429,Mechanical Parts,APAC,91.07,60.49,0.21,51.6,0.58,60.01,25.74,230,95579.89,15,0,77.39,Preferred
SUP1430,Supplier_430,Electronics,APAC,62.61,86.96,6.99,15.0,5.01,69.65,69.35,220,195891.28,20,4,65.33,Approved
SUP1431,Supplier_431,Raw Materials,Middle East,79.5,62.07,-8.58,28.7,2.03,68.33,3.97,437,38616.14,27,3,75.44,Preferred
SUP1432,Supplier_432,Mechanical Parts,North America,61.34,81.95,-9.13,14.1,6.43,70.02,83.94,241,74709.21,32,3,59.57,Approved
SUP1433,Supplier_433,Packaging,Middle East,62.51,71.51,-0.2,43.9,6.54,92.24,44.82,271,147238.09,5,2,69.02,Approved
SUP1434,Supplier_434,Mechanical Parts,North America,96.26,72.27,7.43,34.4,7.83,71.19,63.67,373,192969.03,40,1,68.2,Approved
SUP1435,Supplier_435,Mechanical Parts,Middle East,65.57,74.12,-5.16,39.9,4.01,67.66,22.12,112,35356.67,14,1,71.2,Preferred
SUP1436,Supplier_436,Electronics,Middle East,81.3,84.85,6.04,15.8,3.64,80.17,67.71,59,49339.09,43,1,72.95,Preferred
SUP1437,Supplier_437,Packaging,India,76.44,73.36,-3.5,16.6,6.03,94.63,77.22,383,49010.46,2,3,67.98,Approved
SUP1438,Supplier_438,Mechanical Parts,APAC,73.89,89.31,12.15,7.3,1.06,69.65,47.32,119,9081.75,42,1,74.44,Preferred
SUP1439,Supplier_439,Raw Materials,Middle East,95.99,76.18,12.39,22.7,4.38,63.14,61.77,465,122802.55,46,3,70.15,Preferred
SUP1440,Supplier_440,Raw Materials,Middle East,60.87,62.73,-2.57,35.8,4.37,74.26,45.63,97,135787.1,34,2,65.05,Approved
SUP1441,Supplier_441,Chemicals,Europe,86.55,91.35,-4.25,52.2,0.72,89.91,89.41,29,122492.55,13,0,77.55,Preferred
SUP1442,Supplier_442,Packaging,APAC,98.54,71.43,0.28,41.7,3.34,82.03,49.79,23,18907.98,1,4,78.9,Preferred
SUP1443,Supplier_443,Packaging,Europe,82.41,77.31,-3.99,28.9,6.83,92.67,84.18,142,18499.87,28,2,68.18,Approved
SUP1444,Supplier_444,Chemicals,APAC,97.47,87.42,6.81,57.4,6.85,98.38,80.14,434,46025.38,3,3,75.07,Preferred
SUP1445,Supplier_445,Mechanical Parts,Europe,62.09,73.3,10.65,44.6,0.79,91.71,41.05,305,61607.43,25,2,72.46,Preferred
SUP1446,Supplier_446,Packaging,Middle East,76.75,62.26,6.83,56.2,0.73,84.15,23.01,43,158376.01,11,4,76.14,Preferred
SUP1447,Supplier_447,Raw Materials,Middle East,70.41,74.96,10.61,34.0,2.1,79.73,40.61,389,36081.1,1,0,71.93,Preferred
SUP1448,Supplier_448,Raw Materials,India,89.23,97.78,-0.08,19.2,7.0,61.6,82.62,217,13597.98,16,4,71.58,Preferred
SUP1449,Supplier_449,Electronics,Europe,99.25,85.67,-6.09,7.9,1.03,99.37,22.76,310,81827.56,34,3,89.86,Strategic
SUP1450,Supplier_450,Packaging,North America,70.26,86.86,8.45,44.9,5.76,75.34,52.44,208,86196.47,9,4,69.42,Approved
SUP1451,Supplier_451,Mechanical Parts,India,86.17,85.29,-0.99,11.7,0.81,66.09,80.61,89,92926.93,47,2,74.58,Preferred
SUP1452,Supplier_452,Chemicals,Europe,67.92,67.96,6.78,21.7,4.99,86.67,35.35,80,166246.19,21,1,69.64,Approved
SUP1453,Supplier_453,Chemicals,Europe,82.61,76.73,-3.23,34.3,2.85,71.37,64.22,164,24111.06,40,2,72.09,Preferred
SUP1454,Supplier_454,Mechanical Parts,India,78.56,90.04,-7.97,36.0,6.31,83.43,24.56,87,142268.71,42,3,77.28,Preferred
SUP1455,Supplier_455,Electronics,Middle East,98.88,64.05,14.81,38.0,1.87,83.47,10.93,87,70899.39,20,0,80.3,Preferred
SUP1456,Supplier_456,Chemicals,Europe,84.34,71.11,-6.09,14.1,5.11,77.83,79.44,181,65446.13,14,4,66.68,Approved
SUP1457,Supplier_457,Packaging,Middle East,73.98,71.05,14.71,25.9,1.89,93.44,9.9,298,186845.91,34,0,77.49,Preferred
SUP1458,Supplier_458,Electronics,India,64.56,77.28,14.43,38.9,5.71,70.6,27.14,42,53451.36,47,3,66.94,Approved
SUP1459,Supplier_459,Packaging,Middle East,66.05,99.21,9.85,58.3,6.99,77.95,85.51,309,130293.71,20,4,65.24,Approved
SUP1460,Supplier_460,Raw Materials,APAC,69.01,62.7,6.49,45.0,1.01,81.51,34.65,285,58649.91,20,2,72.0,Preferred
SUP1461,Supplier_461,Electronics,North America,70.04,80.75,4.45,55.7,6.93,86.54,97.3,376,103893.06,20,2,62.82,Approved
SUP1462,Supplier_462,Chemicals,Europe,94.02,67.17,11.65,46.9,4.75,91.36,97.97,429,158327.11,43,3,66.06,Approved
SUP1463,Supplier_463,Electronics,North America,82.45,98.83,-2.76,37.5,1.02,75.79,26.83,16,176935.89,31,4,85.82,Strategic
SUP1464,Supplier_464,Electronics,Middle East,80.94,64.53,1.69,15.6,3.42,85.84,4.1,169,168545.96,4,2,79.7,Preferred
SUP1465,Supplier_465,Electronics,Europe,64.59,76.14,5.48,41.7,1.29,66.02,70.51,249,118525.24,38,3,66.58,Approved
SUP1466,Supplier_466,Electronics,Middle East,94.41,89.52,0.28,39.3,5.6,97.31,45.1,460,53519.18,8,3,83.13,Preferred
SUP1467,Supplier_467,Packaging,APAC,88.91,88.18,0.69,38.1,6.07,75.32,10.08,432,133940.51,17,0,82.78,Preferred
SUP1468,Supplier_468,Raw Materials,India,62.71,76.91,-1.74,31.9,0.85,89.18,70.75,486,143431.48,20,2,71.3,Preferred
SUP1469,Supplier_469,Mechanical Parts,Europe,88.31,73.86,4.11,34.1,4.05,60.81,3.12,33,7084.94,7,4,78.91,Preferred
SUP1470,Supplier_470,Electronics,APAC,81.74,75.9,11.26,23.4,6.52,68.21,87.02,223,90646.05,43,2,61.69,Approved
SUP1471,Supplier_471,Chemicals,APAC,63.27,70.57,-4.96,33.6,7.49,79.48,13.87,79,169436.1,33,2,69.32,Approved
SUP1472,Supplier_472,Electronics,Europe,78.33,68.21,13.36,15.9,4.11,95.13,12.73,377,100469.58,9,2,75.88,Preferred
SUP1473,Supplier_473,Chemicals,Middle East,79.39,79.32,7.23,49.3,7.6,81.09,17.57,225,65718.21,40,3,74.44,Preferred
SUP1474,Supplier_474,Packaging,APAC,66.63,70.74,10.58,15.2,4.29,97.19,96.03,113,175000.57,23,1,62.05,Approved
SUP1475,Supplier_475,Chemicals,North America,97.83,71.5,3.9,9.7,3.15,79.35,69.32,224,35396.74,39,1,74.52,Preferred
SUP1476,Supplier_476,Mechanical Parts,APAC,94.0,86.27,9.49,29.0,6.79,79.62,80.14,63,45256.82,23,0,70.35,Preferred
SUP1477,Supplier_477,Raw Materials,Middle East,86.76,98.74,-9.59,41.2,3.94,64.79,39.76,303,139037.61,31,2,78.31,Preferred
SUP1478,Supplier_478,Chemicals,Middle East,78.49,84.15,10.46,29.1,3.78,92.11,33.63,339,73725.01,32,1,77.51,Preferred
SUP1479,Supplier_479,Chemicals,North America,76.47,63.08,-9.0,20.2,3.92,69.88,23.45,345,144038.28,37,0,70.23,Preferred
SUP1480,Supplier_480,Raw Materials,APAC,86.04,63.02,12.25,35.7,6.77,95.98,48.06,212,35752.21,43,3,69.01,Approved
SUP1481,Supplier_481,Mechanical Parts,Middle East,81.82,98.06,14.8,24.1,6.66,96.43,55.18,297,54192.47,48,2,75.06,Preferred
SUP1482,Supplier_482,Electronics,Europe,62.49,71.89,-2.65,56.3,3.23,97.73,63.18,54,35546.24,33,4,69.75,Approved
SUP1483,Supplier_483,Chemicals,India,80.5,63.68,-4.74,55.7,2.67,80.81,25.71,326,190817.51,10,3,75.22,Preferred
SUP1484,Supplier_484,Raw Materials,India,92.26,83.96,9.13,32.6,3.94,87.08,94.87,207,84053.77,30,0,71.21,Preferred
SUP1485,Supplier_485,Packaging,India,78.37,84.95,-3.67,23.0,4.58,91.14,16.98,225,70757.88,17,3,81.27,Preferred
SUP1486,Supplier_486,Raw Materials,APAC,62.08,85.94,11.64,45.5,1.91,65.24,96.57,490,7769.42,22,4,61.9,Approved
SUP1487,Supplier_487,Packaging,North America,91.45,70.7,-7.43,7.0,6.35,84.04,1.49,318,34916.43,21,3,79.34,Preferred
SUP1488,Supplier_488,Mechanical Parts,Middle East,68.05,60.6,-6.85,31.1,3.89,61.37,48.11,393,87121.49,42,0,63.21,Approved
SUP1489,Supplier_489,Electronics,Europe,70.34,98.6,14.48,23.5,2.67,79.9,33.34,444,18358.04,17,4,77.2,Preferred
SUP1490,Supplier_490,Raw Materials,Europe,66.59,70.04,6.85,55.6,0.85,66.19,44.91,341,104594.17,39,4,69.44,Approved
SUP1491,Supplier_491,Chemicals,APAC,73.21,87.04,11.17,5.7,1.91,67.32,57.07,193,93728.01,46,3,71.34,Preferred
SUP1492,Supplier_492,Mechanical Parts,India,90.27,88.27,-1.89,35.4,7.59,74.6,43.56,36,154597.79,40,4,76.13,Preferred
SUP1493,Supplier_493,Raw Materials,APAC,80.78,84.4,6.91,45.7,2.44,77.3,41.48,175,133661.53,46,3,77.16,Preferred
SUP1494,Supplier_494,Chemicals,North America,68.2,72.52,4.86,31.7,1.35,84.93,73.27,327,91959.72,38,2,69.12,Approved
SUP1495,Supplier_495,Raw Materials,North America,95.11,70.84,5.08,9.7,3.69,62.98,68.59,283,48808.84,19,4,70.43,Preferred
SUP1496,Supplier_496,Packaging,Middle East,95.18,83.91,7.06,58.5,2.46,80.15,83.33,392,146738.4,12,3,74.72,Preferred
SUP1497,Supplier_497,Raw Materials,Middle East,94.82,94.64,4.38,33.5,0.28,67.31,25.0,374,143033.11,44,2,87.12,Strategic
SUP1498,Supplier_498,Raw Materials,North America,69.55,97.87,0.73,38.8,2.59,82.96,60.95,112,34892.75,0,4,77.35,Preferred
SUP1499,Supplier_499,Raw Materials,North America,78.05,64.24,-3.1,18.0,4.35,85.5,58.52,457,183376.61,3,2,69.34,Approved
SUP1500,Supplier_500,Mechanical Parts,North America,99.4,66.19,9.21,31.6,4.41,82.27,36.97,342,17559.0,23,4,76.02,Preferred
SUP1501,Supplier_501,Raw Materials,APAC,90.88,97.79,-4.34,28.6,2.85,89.53,48.61,382,15732.35,35,0,84.15,Preferred
SUP1502,Supplier_502,Chemicals,North America,61.09,89.46,7.31,9.1,3.58,73.42,31.38,113,41533.33,35,0,73.17,Preferred
SUP1503,Supplier_503,Packaging,Europe,62.61,95.32,-4.17,10.8,7.72,90.6,14.18,423,182344.86,44,3,76.97,Preferred
SUP1504,Supplier_504,Packaging,India,78.56,68.11,5.63,51.1,3.02,77.31,21.38,254,106399.63,1,1,75.35,Preferred
SUP1505,Supplier_505,Raw Materials,North America,96.37,83.5,8.68,18.2,2.07,79.37,10.55,314,158648.48,27,0,85.62,Strategic
SUP1506,Supplier_506,Mechanical Parts,India,81.55,88.05,-4.53,15.7,1.95,85.92,68.31,178,49429.42,25,1,76.73,Preferred
SUP1507,Supplier_507,Mechanical Parts,APAC,79.91,87.2,-8.5,32.8,3.66,60.73,66.07,125,100593.29,22,2,69.77,Approved
SUP1508,Supplier_508,Chemicals,India,64.22,76.33,-6.73,47.3,6.08,86.16,95.06,150,74866.45,14,2,60.7,Approved
SUP1509,Supplier_509,Raw Materials,APAC,86.27,60.62,5.15,8.4,1.65,84.74,72.97,427,166426.58,35,1,70.29,Preferred
SUP1510,Supplier_510,Packaging,Europe,92.88,83.32,11.24,36.7,5.67,72.39,5.2,365,9407.87,26,3,80.09,Preferred
SUP1511,Supplier_511,Mechanical Parts,APAC,75.22,70.12,-8.88,11.6,0.17,63.43,88.42,487,52549.33,5,4,64.75,Approved
SUP1512,Supplier_512,Raw Materials,APAC,91.02,78.01,8.35,7.0,3.35,63.64,86.27,134,34751.97,34,1,68.01,Approved
SUP1513,Supplier_513,Mechanical Parts,Middle East,98.58,98.3,-1.47,7.9,6.21,96.93,44.33,34,172541.86,38,1,85.46,Strategic
SUP1514,Supplier_514,Mechanical Parts,North America,68.15,75.96,1.96,50.9,2.71,87.57,58.59,203,96171.05,37,1,72.08,Preferred
SUP1515,Supplier_515,Packaging,North America,80.93,93.59,13.22,11.5,4.51,65.08,97.61,393,83822.91,34,1,65.27,Approved
SUP1516,Supplier_516,Electronics,Europe,71.49,67.54,-1.7,7.5,1.64,74.27,53.23,109,92649.14,35,1,70.76,Preferred
SUP1517,Supplier_517,Chemicals,Europe,91.71,86.9,1.63,29.1,5.94,83.7,90.53,411,194525.29,9,3,72.2,Preferred
SUP1518,Supplier_518,Chemicals,North America,83.1,99.08,-9.66,51.4,0.42,93.42,8.3,14,170802.14,29,0,90.0,Strategic
SUP1519,Supplier_519,Packaging,Middle East,85.38,64.08,-7.96,19.4,6.82,61.75,19.11,28,142741.91,40,4,69.55,Approved
SUP1520,Supplier_520,Mechanical Parts,North America,91.92,60.33,-3.54,28.2,1.59,69.47,44.08,179,61643.4,37,0,74.22,Preferred
SUP1521,Supplier_521,Raw Materials,Middle East,75.84,77.34,-9.3,7.2,7.0,95.59,58.48,283,37208.73,28,1,69.07,Approved
SUP1522,Supplier_522,Mechanical Parts,Europe,96.6,63.71,5.78,29.7,2.82,60.37,81.62,263,184679.56,42,0,67.34,Approved
SUP1523,Supplier_523,Packaging,India,81.32,89.94,0.66,36.8,5.78,68.06,98.83,130,87499.73,38,3,67.22,Approved
SUP1524,Supplier_524,Chemicals,Europe,66.32,96.58,3.7,36.4,2.55,98.36,38.89,41,59357.38,49,2,80.99,Preferred
SUP1525,Supplier_525,Mechanical Parts,Europe,87.84,77.36,-5.63,23.3,7.25,84.54,4.74,158,96829.56,3,0,79.33,Preferred
SUP1526,Supplier_526,Chemicals,APAC,91.73,70.35,-2.6,22.4,1.01,70.47,80.12,275,183980.25,4,4,72.28,Preferred
SUP1527,Supplier_527,Raw Materials,APAC,72.67,77.38,6.6,10.9,1.43,62.68,60.44,46,80478.13,3,3,69.44,Approved
SUP1528,Supplier_528,Chemicals,APAC,94.29,88.94,14.13,25.2,3.94,61.13,19.85,186,114714.99,35,2,78.82,Preferred
SUP1529,Supplier_529,Chemicals,APAC,96.25,60.36,-8.74,10.5,0.66,69.79,49.48,351,161578.43,44,3,73.92,Preferred
SUP1530,Supplier_530,Electronics,Middle East,71.08,83.58,12.26,47.2,1.57,95.26,74.23,22,88290.84,15,1,71.57,Preferred
SUP1531,Supplier_531,Electronics,North America,99.34,84.53,4.42,58.1,7.55,76.64,77.04,192,50540.65,24,2,72.03,Preferred
SUP1532,Supplier_532,Electronics,India,65.63,85.51,4.1,58.4,7.81,88.81,49.96,154,198932.52,13,4,69.57,Approved
SUP1533,Supplier_533,Chemicals,Europe,68.08,69.68,2.51,52.6,3.01,96.73,30.52,274,191531.32,10,2,75.61,Preferred
SUP1534,Supplier_534,Packaging,Middle East,67.37,88.56,-8.27,38.0,7.39,76.32,97.37,97,169478.44,28,4,60.95,Approved
SUP1535,Supplier_535,Chemicals,India,95.76,63.66,-7.75,43.5,4.36,67.65,66.34,437,139232.91,33,1,68.37,Approved
SUP1536,Supplier_536,Packaging,Middle East,86.17,67.97,5.02,20.7,2.16,80.68,40.82,471,62498.8,21,4,75.85,Preferred
SUP1537,Supplier_537,Packaging,Middle East,66.08,95.1,-1.48,39.7,5.62,96.32,28.05,55,183115.52,13,3,79.47,Preferred
SUP1538,Supplier_538,Electronics,Europe,77.61,89.55,12.93,30.1,5.27,92.17,73.11,401,58733.55,23,0,70.5,Preferred
SUP1539,Supplier_539,Mechanical Parts,North America,84.61,60.55,0.16,31.5,7.91,62.63,24.22,128,161157.85,38,3,69.09,Approved
SUP1540,Supplier_540,Raw Materials,APAC,63.34,69.94,-6.42,46.7,2.12,87.7,17.17,430,184060.34,25,3,74.85,Preferred
SUP1541,Supplier_541,Electronics,North America,95.3,68.58,7.87,20.5,5.38,82.88,52.98,28,122585.75,42,2,72.71,Preferred
SUP1542,Supplier_542,Electronics,Europe,92.14,70.83,-2.67,22.5,0.42,96.3,29.0,456,161595.96,35,1,84.62,Preferred
SUP1543,Supplier_543,Mechanical Parts,Europe,80.21,69.9,3.14,55.9,0.91,64.9,62.89,229,159380.54,38,0,70.98,Preferred
SUP1544,Supplier_544,Raw Materials,Europe,98.69,62.5,7.45,8.1,0.03,81.36,11.79,439,42665.76,15,4,83.47,Preferred
SUP1545,Supplier_545,Chemicals,India,76.71,78.36,12.51,31.7,8.0,95.18,65.49,242,135245.27,37,2,66.47,Approved
SUP1546,Supplier_546,Chemicals,North America,99.36,89.31,9.8,55.2,6.42,76.4,28.33,103,23226.25,31,1,80.02,Preferred
SUP1547,Supplier_547,Electronics,North America,86.72,84.27,6.91,38.6,6.29,79.28,0.02,464,104030.78,5,0,81.27,Preferred
SUP1548,Supplier_548,Raw Materials,Middle East,85.39,86.91,6.99,35.1,4.08,62.82,12.69,260,36635.93,33,3,79.42,Preferred
SUP1549,Supplier_549,Electronics,Middle East,66.64,63.25,13.65,18.7,2.4,71.13,93.36,259,86188.15,7,1,57.64,Approved
SUP1550,Supplier_550,Packaging,Middle East,95.28,98.06,-2.6,23.9,1.21,72.98,86.74,291,167431.5,29,1,79.28,Preferred
SUP1551,Supplier_551,Electronics,Europe,77.1,93.54,-9.97,51.9,2.28,97.8,23.36,241,197497.73,26,1,83.56,Preferred
SUP1552,Supplier_552,Electronics,North America,66.49,92.2,-3.2,35.8,3.01,71.31,77.84,55,67002.17,6,3,69.72,Approved
SUP1553,Supplier_553,Chemicals,Europe,60.5,92.92,-4.55,33.3,6.05,78.43,60.86,383,108731.36,26,4,68.58,Approved
SUP1554,Supplier_554,Chemicals,India,82.39,97.31,6.55,10.5,4.32,86.85,97.09,55,104703.11,24,2,72.1,Preferred
SUP1555,Supplier_555,Chemicals,Middle East,81.1,81.77,5.84,5.9,0.62,66.49,37.36,468,191108.29,45,4,77.72,Preferred
SUP1556,Supplier_556,Packaging,Europe,88.77,68.01,4.84,58.0,0.14,79.46,68.15,23,98323.83,40,0,74.3,Preferred
SUP1557,Supplier_557,Chemicals,Europe,95.61,84.67,-9.59,25.7,0.82,89.54,6.35,94,141325.71,14,2,88.85,Strategic
SUP1558,Supplier_558,Raw Materials,India,63.18,89.72,8.22,38.2,3.28,94.67,39.62,328,184748.9,24,0,75.74,Preferred
SUP1559,Supplier_559,Mechanical Parts,APAC,89.26,89.52,-1.91,9.4,7.47,85.05,96.38,337,77808.82,21,3,69.95,Approved
SUP1560,Supplier_560,Raw Materials,North America,67.5,80.86,6.63,42.6,5.1,86.76,53.9,12,180913.84,17,4,69.93,Approved
SUP1561,Supplier_561,Raw Materials,APAC,94.33,62.74,3.91,56.3,6.41,65.05,28.79,37,183903.96,11,1,72.12,Preferred
SUP1562,Supplier_562,Chemicals,Middle East,92.76,74.84,-1.43,36.7,3.73,97.83,12.03,390,186479.19,22,2,85.61,Strategic
SUP1563,Supplier_563,Mechanical Parts,Europe,81.63,96.83,-6.64,11.9,2.89,65.3,70.35,166,57737.01,44,1,73.98,Preferred
SUP1564,Supplier_564,Mechanical Parts,India,88.41,83.38,-7.64,37.0,0.87,90.99,64.49,352,83069.34,38,0,78.76,Preferred
SUP1565,Supplier_565,Mechanical Parts,India,72.57,81.53,10.79,47.1,7.01,70.59,37.39,411,174727.2,24,1,68.26,Approved
SUP1566,Supplier_566,Packaging,North America,78.85,70.75,12.96,27.4,6.27,97.34,95.09,428,75036.56,9,1,62.58,Approved
SUP1567,Supplier_567,Chemicals,APAC,92.87,74.74,6.24,53.4,1.34,88.8,2.22,342,122049.34,29,3,86.68,Strategic
SUP1568,Supplier_568,Mechanical Parts,North America,78.37,95.81,-7.41,40.7,4.1,90.15,30.37,341,28020.63,9,3,81.19,Preferred
SUP1569,Supplier_569,Packaging,Europe,74.31,86.66,0.05,54.5,3.9,68.76,92.11,184,15973.62,33,4,67.82,Approved
SUP1570,Supplier_570,Electronics,North America,79.77,91.5,8.22,39.3,5.0,77.72,32.09,123,85338.83,45,0,77.2,Preferred
SUP1571,Supplier_571,Electronics,India,93.13,78.17,9.5,12.2,7.57,84.71,25.23,398,117888.72,12,3,76.33,Preferred
SUP1572,Supplier_572,Packaging,India,73.41,85.21,-7.04,22.0,4.64,90.8,53.42,496,81576.33,28,3,73.51,Preferred
SUP1573,Supplier_573,Packaging,Middle East,66.95,69.94,-10.0,16.1,4.32,64.16,82.38,340,117658.48,37,4,59.17,Approved
SUP1574,Supplier_574,Chemicals,Middle East,88.48,88.22,7.8,55.0,0.4,98.49,10.31,259,105441.45,40,2,89.66,Strategic
SUP1575,Supplier_575,Chemicals,Europe,93.04,77.1,-1.09,46.8,0.5,95.61,94.3,68,138712.91,44,4,76.9,Preferred
SUP1576,Supplier_576,Electronics,APAC,64.03,77.7,-3.64,42.2,1.5,70.81,79.51,212,131658.82,8,1,66.54,Approved
SUP1577,Supplier_577,Mechanical Parts,North America,69.59,85.97,-9.68,21.6,0.26,92.91,18.13,324,87727.91,12,1,81.94,Preferred
SUP1578,Supplier_578,Electronics,Europe,65.68,97.45,3.51,15.1,5.95,80.73,71.2,248,87874.07,36,3,70.21,Preferred
SUP1579,Supplier_579,Mechanical Parts,Middle East,73.92,62.56,11.28,46.6,5.79,78.47,38.5,243,32451.78,13,3,65.94,Approved
SUP1580,Supplier_580,Mechanical Parts,North America,78.01,92.99,13.94,31.1,1.09,72.58,40.23,312,105081.52,36,4,77.33,Preferred
